RespondentId,Gender,Political_standpoint,Vote_for_party
25833608,M,(Gematigd) links,CDA
25847679,M,(Gematigd) links,GroenLinks
25838606,M,(Gematigd) rechts,Weet ik (nog) niet
25831276,M,Extreemlinks,SP
25861742,F,(Gematigd) links,GroenLinks
25850110,F,(Gematigd) rechts,VVD
25841172,M,Midden,CDA
25840781,M,(Gematigd) rechts,CDA
25845255,M,(Gematigd) links,SP
25842151,F,(Gematigd) links,GroenLinks
25840324,M,Midden,Partij voor de Dieren
25844485,M,Midden,Weet ik (nog) niet
25856996,F,(Gematigd) links,Weet ik (nog) niet
25861252,M,Midden,VVD
25845693,M,Midden,Wil ik niet zeggen
25856915,M,Midden,CDA
25854795,M,(Gematigd) links,PvdA
25845682,F,(Gematigd) links,PvdA
25846094,M,Midden,D66
25828962,F,Midden,VVD
25837717,M,(Gematigd) rechts,VVD
25863008,M,(Gematigd) links,D66
25855544,M,(Gematigd) links,PvdA
25860366,F,(Gematigd) links,Weet ik (nog) niet
25843109,M,(Gematigd) links,Partij voor de Dieren
25844217,M,(Gematigd) links,PvdA
25830509,M,Midden,VVD
25859469,M,Midden,Weet ik (nog) niet
25846449,M,(Gematigd) rechts,Weet ik (nog) niet
25855533,M,(Gematigd) links,PvdA
25856802,M,Midden,50 Plus
25842005,F,(Gematigd) links,ChristenUnie
25864558,F,Midden,Forum voor Democratie
25846670,M,Extreemlinks,SP
25839124,F,(Gematigd) links,Weet ik (nog) niet
25844601,F,Midden,Forum voor Democratie
25860599,M,Midden,CDA
25831028,F,Midden,GroenLinks
25847828,M,(Gematigd) links,D66
25857515,F,Midden,ChristenUnie
25851219,M,(Gematigd) links,PvdA
25840671,F,Midden,VVD
25837696,M,(Gematigd) links,PvdA
25849262,M,(Gematigd) links,GroenLinks
25857361,M,(Gematigd) links,GroenLinks
25844582,M,Midden,Weet ik (nog) niet
25854084,M,(Gematigd) links,50 Plus
25837459,F,(Gematigd) links,GroenLinks
25842608,M,(Gematigd) rechts,VVD
25848050,F,Midden,Weet ik (nog) niet
25860778,M,(Gematigd) links,GroenLinks
25842552,F,(Gematigd) links,PvdA
25837134,F,(Gematigd) links,GroenLinks
25842351,M,(Gematigd) links,GroenLinks
25836597,M,(Gematigd) rechts,Forum voor Democratie
25848149,M,Midden,CDA
25868460,M,(Gematigd) links,PvdA
25859194,M,Midden,ChristenUnie
25850518,M,Midden,Partij voor de Dieren
25867826,M,Extreemlinks,Weet ik (nog) niet
25849785,F,(Gematigd) links,PvdA
25866928,M,(Gematigd) rechts,CDA
25849675,M,(Gematigd) links,PvdA
25846828,M,(Gematigd) links,Partij voor de Dieren
25838666,M,(Gematigd) rechts,VVD
25834559,M,(Gematigd) rechts,Forum voor Democratie
25839413,M,Midden,CDA
25854259,F,(Gematigd) links,PvdA
25852028,M,(Gematigd) links,PvdA
25854336,F,(Gematigd) links,ChristenUnie
25840717,M,(Gematigd) links,Weet ik (nog) niet
25867503,M,Extreemlinks,Partij voor de Dieren
25833201,F,Midden,CDA
25867423,F,Midden,Partij voor de Dieren
25838583,M,(Gematigd) links,CDA
25842809,M,Midden,CDA
25840807,F,(Gematigd) links,Weet ik (nog) niet
25848493,F,Midden,CDA
25854051,M,(Gematigd) links,GroenLinks
25829222,M,Midden,Wil ik niet zeggen
25840922,M,Midden,Weet ik (nog) niet
25857190,M,(Gematigd) links,Weet ik (nog) niet
25857115,M,(Gematigd) rechts,CDA
25842893,M,Midden,GroenLinks
25830851,F,Midden,Weet ik (nog) niet
25840540,F,(Gematigd) links,GroenLinks
25840831,F,(Gematigd) rechts,Forum voor Democratie
25866150,F,(Gematigd) links,GroenLinks
25857766,M,(Gematigd) links,50 Plus
25859108,M,(Gematigd) links,PvdA
25833008,M,Midden,VVD
25835419,M,Midden,VVD
25857239,F,(Gematigd) links,Weet ik (nog) niet
25852409,M,Midden,Weet ik (nog) niet
25852500,M,(Gematigd) links,Partij voor de Dieren
25838797,M,Midden,CDA
25846031,M,(Gematigd) links,PvdA
25832847,M,Midden,Weet ik (nog) niet
25849041,M,(Gematigd) links,"Andere partij, namelijk:"
25845409,F,(Gematigd) rechts,CDA
25847919,M,(Gematigd) rechts,50 Plus
25841438,M,(Gematigd) links,PvdA
25861710,M,Midden,Weet ik (nog) niet
25868958,F,Midden,Weet ik (nog) niet
25868532,F,(Gematigd) links,PvdA
25834974,M,(Gematigd) rechts,VVD
25854228,M,Midden,CDA
25838645,M,Midden,SP
25852180,M,Midden,ChristenUnie
25853502,M,Midden,Weet ik (nog) niet
25841203,F,(Gematigd) links,GroenLinks
25849897,M,(Gematigd) links,PvdA
25867910,M,(Gematigd) links,PvdA
25838412,M,(Gematigd) rechts,Forum voor Democratie
25841892,M,(Gematigd) links,GroenLinks
25864349,M,Midden,CDA
25830275,M,(Gematigd) rechts,D66
25834386,F,(Gematigd) links,Wil ik niet zeggen
25835534,M,(Gematigd) rechts,Forum voor Democratie
25851346,F,(Gematigd) links,GroenLinks
25835362,M,Midden,Weet ik (nog) niet
25840499,F,Midden,Weet ik (nog) niet
25857775,F,(Gematigd) links,Weet ik (nog) niet
25861254,M,(Gematigd) rechts,VVD
25851375,M,(Gematigd) links,PvdA
25841322,M,Midden,Wil ik niet zeggen
25846720,M,(Gematigd) links,GroenLinks
25845880,M,(Gematigd) links,D66
25849545,F,(Gematigd) links,GroenLinks
25853301,F,(Gematigd) rechts,VVD
25828603,M,(Gematigd) rechts,VVD
25843947,F,(Gematigd) links,PvdA
25860920,M,(Gematigd) links,PvdA
25857615,M,Midden,CDA
25835746,F,Midden,ChristenUnie
25843283,M,(Gematigd) links,Partij voor de Dieren
25846419,M,Midden,Weet ik (nog) niet
25830295,M,(Gematigd) links,PvdA
25848718,F,Midden,ChristenUnie
25854882,M,(Gematigd) links,PvdA
25833115,M,(Gematigd) links,GroenLinks
25855391,M,(Gematigd) links,SP
25836699,F,Midden,GroenLinks
25839200,M,Midden,SP
25848384,M,Midden,PvdA
25859867,M,(Gematigd) links,D66
25851504,M,(Gematigd) links,PvdA
25848057,M,(Gematigd) rechts,CDA
25866010,F,(Gematigd) rechts,Wil ik niet zeggen
25864003,F,(Gematigd) links,GroenLinks
25832416,M,(Gematigd) links,GroenLinks
25832304,M,(Gematigd) links,PvdA
25856620,M,Midden,Wil ik niet zeggen
25858540,M,(Gematigd) links,PvdA
25854537,F,(Gematigd) rechts,VVD
25855584,M,(Gematigd) rechts,VVD
25840921,M,Midden,CDA
25838288,M,Midden,PvdA
25846919,F,Midden,Weet ik (nog) niet
25846392,F,Midden,Weet ik (nog) niet
25850521,F,(Gematigd) rechts,CDA
25848526,M,(Gematigd) links,GroenLinks
25853263,M,(Gematigd) links,Partij voor de Dieren
25843313,F,Midden,GroenLinks
25854352,F,(Gematigd) links,GroenLinks
25836315,M,Midden,ChristenUnie
25830424,M,(Gematigd) rechts,VVD
25843622,M,Midden,Forum voor Democratie
25865379,M,Midden,VVD
25860709,M,(Gematigd) rechts,VVD
25863880,M,(Gematigd) links,Wil ik niet zeggen
25868268,M,Midden,SP
25858942,F,(Gematigd) links,PvdA
25846846,F,Midden,PvdA
25868813,M,(Gematigd) rechts,Forum voor Democratie
25839145,M,(Gematigd) rechts,CDA
25842533,F,Midden,Weet ik (nog) niet
25859267,F,(Gematigd) rechts,CDA
25868081,M,Midden,Weet ik (nog) niet
25844195,M,(Gematigd) rechts,Forum voor Democratie
25865401,F,Midden,ChristenUnie
25854305,M,(Gematigd) links,Wil ik niet zeggen
25859413,F,Midden,Weet ik (nog) niet
25838220,M,Midden,Weet ik (nog) niet
25834102,F,Midden,VVD
25849151,M,Midden,Wil ik niet zeggen
25866656,M,(Gematigd) links,Weet ik (nog) niet
25859228,M,Midden,ChristenUnie
25846906,F,(Gematigd) links,Wil ik niet zeggen
25836927,M,Midden,CDA
25868512,F,Midden,Weet ik (nog) niet
25847653,M,Midden,CDA
25847306,M,(Gematigd) links,GroenLinks
25856836,M,Midden,Weet ik (nog) niet
25856191,M,(Gematigd) links,Partij voor de Dieren
25860066,M,Midden,50 Plus
25867576,M,(Gematigd) links,SP
25860592,M,(Gematigd) links,PvdA
25840349,M,(Gematigd) links,GroenLinks
25850137,M,Midden,Weet ik (nog) niet
25837500,M,Midden,CDA
25850783,M,Midden,Weet ik (nog) niet
25866109,F,Midden,Weet ik (nog) niet
25866970,M,(Gematigd) links,GroenLinks
25833962,M,(Gematigd) links,GroenLinks
25831969,F,(Gematigd) links,SP
25853978,M,Midden,CDA
25853626,M,(Gematigd) rechts,VVD
25858930,M,(Gematigd) links,PvdA
25831320,F,(Gematigd) links,GroenLinks
25864867,F,(Gematigd) links,Weet ik (nog) niet
25830363,M,Midden,D66
25830663,M,(Gematigd) rechts,PVV
25841345,M,(Gematigd) links,PvdA
25868607,F,(Gematigd) links,GroenLinks
25834783,F,(Gematigd) rechts,Wil ik niet zeggen
25829956,M,(Gematigd) links,50 Plus
25836637,M,(Gematigd) links,ChristenUnie
25858272,F,(Gematigd) links,ChristenUnie
25837609,F,Midden,Wil ik niet zeggen
25867159,M,Midden,50 Plus
25846289,F,Midden,Wil ik niet zeggen
25860855,M,(Gematigd) links,PvdA
25865249,F,(Gematigd) links,GroenLinks
25831960,F,(Gematigd) rechts,VVD
25831496,F,(Gematigd) links,GroenLinks
25847156,M,Midden,CDA
25836853,M,Midden,ChristenUnie
25860412,M,(Gematigd) rechts,VVD
25865194,M,Midden,D66
25850637,F,Midden,Weet ik (nog) niet
25854614,M,(Gematigd) rechts,VVD
25863478,M,(Gematigd) links,PvdA
25834285,M,(Gematigd) links,D66
25850502,M,(Gematigd) links,GroenLinks
25842704,M,Midden,Forum voor Democratie
25841501,F,Midden,Wil ik niet zeggen
25840449,M,(Gematigd) links,GroenLinks
25868606,M,(Gematigd) rechts,Forum voor Democratie
25847273,M,(Gematigd) rechts,Forum voor Democratie
25839362,F,Midden,CDA
25833644,F,(Gematigd) links,GroenLinks
25857687,M,Midden,CDA
25865421,M,(Gematigd) rechts,VVD
25833297,F,(Gematigd) rechts,Wil ik niet zeggen
25860965,M,(Gematigd) rechts,SP
25840864,M,Midden,VVD
25831980,M,(Gematigd) links,PvdA
25853849,M,(Gematigd) links,PvdA
25838822,M,(Gematigd) links,Weet ik (nog) niet
25846083,F,Midden,CDA
25846709,M,(Gematigd) rechts,CDA
25864696,F,Midden,D66
25862068,F,Midden,Weet ik (nog) niet
25867386,F,(Gematigd) links,PvdA
25864785,F,(Gematigd) links,Weet ik (nog) niet
25832443,F,Midden,CDA
25847740,F,(Gematigd) links,PvdA
25838327,M,Midden,VVD
25868400,F,(Gematigd) links,GroenLinks
25831619,F,Midden,Wil ik niet zeggen
25839725,M,Midden,CDA
25853488,M,Midden,VVD
25836554,M,(Gematigd) links,PvdA
25862680,M,(Gematigd) rechts,VVD
25835924,M,(Gematigd) links,GroenLinks
25860421,M,Midden,D66
25842317,M,(Gematigd) links,SP
25865689,M,(Gematigd) rechts,VVD
25849237,M,Midden,Weet ik (nog) niet
25864069,M,Midden,GroenLinks
25851715,M,(Gematigd) rechts,VVD
25860802,M,(Gematigd) rechts,Wil ik niet zeggen
25850121,M,(Gematigd) links,PvdA
25843885,M,(Gematigd) links,GroenLinks
25840825,M,(Gematigd) links,ChristenUnie
25836814,M,Midden,50 Plus
25843760,M,(Gematigd) links,Weet ik (nog) niet
25861548,M,(Gematigd) links,PvdA
25844374,F,(Gematigd) links,Weet ik (nog) niet
25844649,M,(Gematigd) links,SP
25853251,M,(Gematigd) links,VVD
25863183,M,Midden,D66
25829249,M,(Gematigd) links,PvdA
25848339,M,(Gematigd) links,GroenLinks
25829867,F,Midden,Weet ik (nog) niet
25831154,M,(Gematigd) links,PvdA
25832965,M,(Gematigd) links,SP
25868960,M,Midden,ChristenUnie
25830533,M,Midden,Weet ik (nog) niet
25864084,M,Midden,CDA
25836379,M,Midden,GroenLinks
25854090,M,Midden,Ik zou niet gaan stemmen
25853095,M,(Gematigd) links,Partij voor de Dieren
25855496,M,(Gematigd) rechts,VVD
25862340,M,(Gematigd) links,GroenLinks
25852730,M,Midden,CDA
25829795,M,Midden,CDA
25863288,F,(Gematigd) links,GroenLinks
25859008,M,Midden,VVD
25840729,M,(Gematigd) links,PvdA
25849065,M,(Gematigd) rechts,VVD
25861594,F,Midden,Wil ik niet zeggen
25864748,M,(Gematigd) rechts,Forum voor Democratie
25863249,M,Midden,D66
25847563,M,(Gematigd) rechts,Forum voor Democratie
25858087,M,Midden,Weet ik (nog) niet
25831871,M,(Gematigd) links,PvdA
25833368,M,(Gematigd) links,PvdA
25851934,F,Midden,ChristenUnie
25843845,M,Midden,D66
25836811,M,(Gematigd) rechts,VVD
25841774,M,(Gematigd) links,PvdA
25867449,F,(Gematigd) links,Partij voor de Dieren
25863787,F,(Gematigd) links,SP
25840431,M,(Gematigd) links,PvdA
25849431,F,Midden,Wil ik niet zeggen
25829511,M,Midden,Weet ik (nog) niet
25833810,F,(Gematigd) links,GroenLinks
25846381,M,(Gematigd) rechts,Forum voor Democratie
25864051,M,Midden,Wil ik niet zeggen
25867462,F,(Gematigd) links,Weet ik (nog) niet
25846910,M,(Gematigd) links,SP
25857741,M,(Gematigd) links,GroenLinks
25866886,F,Midden,Wil ik niet zeggen
25861845,M,Midden,D66
25856342,F,Midden,CDA
25848723,F,(Gematigd) links,PvdA
25830094,F,(Gematigd) links,Weet ik (nog) niet
25839959,M,(Gematigd) rechts,SGP
25839415,M,(Gematigd) rechts,CDA
25836780,M,(Gematigd) links,GroenLinks
25844606,M,(Gematigd) rechts,PVV
25845059,M,Midden,CDA
25866374,M,(Gematigd) links,PvdA
25838653,M,(Gematigd) links,ChristenUnie
25864938,M,(Gematigd) links,PvdA
25834756,M,Midden,Partij voor de Dieren
25832289,M,Midden,Wil ik niet zeggen
25868531,M,(Gematigd) links,GroenLinks
25842029,F,(Gematigd) rechts,PVV
25831051,M,Midden,50 Plus
25858421,M,(Gematigd) rechts,VVD
25842587,F,(Gematigd) links,GroenLinks
25850971,M,(Gematigd) links,PvdA
25846126,M,Midden,CDA
25847941,M,(Gematigd) links,Partij voor de Dieren
25844184,F,(Gematigd) links,GroenLinks
25840920,M,Midden,Weet ik (nog) niet
25833876,M,Midden,Weet ik (nog) niet
25853709,M,(Gematigd) links,GroenLinks
25851063,M,(Gematigd) rechts,Weet ik (nog) niet
25832471,M,Midden,Weet ik (nog) niet
25831331,M,(Gematigd) links,D66
25839664,M,Midden,CDA
25865032,M,(Gematigd) links,50 Plus
25834772,M,(Gematigd) links,GroenLinks
25855673,M,(Gematigd) links,GroenLinks
25836220,M,(Gematigd) links,GroenLinks
25859605,F,(Gematigd) links,GroenLinks
25855591,M,(Gematigd) rechts,VVD
25851353,M,Midden,Weet ik (nog) niet
25846315,M,Midden,ChristenUnie
25838187,F,(Gematigd) links,GroenLinks
25840095,F,Extreemlinks,SP
25861989,M,Midden,CDA
25855743,M,Midden,Wil ik niet zeggen
25848392,M,(Gematigd) links,GroenLinks
25867630,M,(Gematigd) links,PvdA
25846666,F,(Gematigd) links,GroenLinks
25851733,M,Midden,Weet ik (nog) niet
25845659,M,(Gematigd) rechts,50 Plus
25834271,F,(Gematigd) rechts,Forum voor Democratie
25830720,M,Midden,Weet ik (nog) niet
25830854,M,Midden,Weet ik (nog) niet
25830037,F,Midden,CDA
25834094,F,Midden,Weet ik (nog) niet
25858957,M,Midden,CDA
25846193,M,(Gematigd) links,PvdA
25865643,F,(Gematigd) links,GroenLinks
25856907,M,(Gematigd) rechts,VVD
25844075,M,Midden,D66
25840087,F,(Gematigd) links,GroenLinks
25859567,F,(Gematigd) links,GroenLinks
25839909,M,(Gematigd) links,ChristenUnie
25848204,F,(Gematigd) links,GroenLinks
25835826,M,(Gematigd) links,ChristenUnie
25857347,M,(Gematigd) rechts,PVV
25868500,M,(Gematigd) links,GroenLinks
25846174,M,(Gematigd) rechts,CDA
25841367,M,(Gematigd) links,PvdA
25853864,M,Midden,Wil ik niet zeggen
25857461,M,(Gematigd) links,GroenLinks
25840119,M,(Gematigd) rechts,CDA
25859946,F,Midden,Weet ik (nog) niet
25828591,F,Midden,Weet ik (nog) niet
25866763,M,(Gematigd) rechts,Forum voor Democratie
25858990,M,(Gematigd) links,Wil ik niet zeggen
25856863,M,(Gematigd) rechts,Weet ik (nog) niet
25835409,M,Midden,Wil ik niet zeggen
25845535,M,Midden,Ik zou niet gaan stemmen
25858790,M,Midden,PvdA
25855181,F,(Gematigd) rechts,VVD
25860233,M,(Gematigd) links,GroenLinks
25840116,M,Midden,CDA
25834221,M,Midden,CDA
25855844,F,(Gematigd) links,GroenLinks
25836312,M,Midden,Weet ik (nog) niet
25847182,F,(Gematigd) links,GroenLinks
25838165,M,(Gematigd) links,GroenLinks
25855349,F,Midden,GroenLinks
25853321,M,Midden,Weet ik (nog) niet
25829102,M,Midden,ChristenUnie
25849164,F,(Gematigd) links,GroenLinks
25833291,M,(Gematigd) links,Weet ik (nog) niet
25868302,M,Midden,Weet ik (nog) niet
25836836,M,Midden,Weet ik (nog) niet
25844966,F,(Gematigd) links,D66
25849592,M,Midden,Weet ik (nog) niet
25832384,M,Midden,VVD
25848460,M,(Gematigd) links,GroenLinks
25835959,M,(Gematigd) rechts,VVD
25850827,M,Midden,Weet ik (nog) niet
25853975,M,Midden,CDA
25848792,M,(Gematigd) links,PvdA
25833899,M,(Gematigd) links,Weet ik (nog) niet
25863832,M,(Gematigd) rechts,CDA
25846684,M,(Gematigd) links,PvdA
25848128,M,Midden,ChristenUnie
25838469,M,Midden,VVD
25838845,F,(Gematigd) rechts,50 Plus
25846230,M,(Gematigd) links,GroenLinks
25865114,M,(Gematigd) links,Wil ik niet zeggen
25829833,M,Midden,VVD
25828777,M,(Gematigd) rechts,Wil ik niet zeggen
25830010,M,(Gematigd) links,GroenLinks
25849831,F,(Gematigd) links,GroenLinks
25850555,M,Midden,PvdA
25851389,F,Midden,Partij voor de Dieren
25838319,M,(Gematigd) links,GroenLinks
25859121,M,(Gematigd) rechts,CDA
25852394,M,Midden,CDA
25851517,M,(Gematigd) links,GroenLinks
25859354,F,Midden,Wil ik niet zeggen
25834467,M,(Gematigd) links,PvdA
25850450,M,(Gematigd) links,PvdA
25866909,M,(Gematigd) links,SP
25836698,M,(Gematigd) links,SP
25833578,M,(Gematigd) links,Weet ik (nog) niet
25850660,M,(Gematigd) rechts,VVD
25838513,M,(Gematigd) links,ChristenUnie
25838787,F,(Gematigd) links,GroenLinks
25867030,F,Midden,D66
25838760,M,Midden,GroenLinks
25828711,M,Midden,Forum voor Democratie
25855553,M,Midden,CDA
25858794,M,Midden,Weet ik (nog) niet
25859381,F,Midden,Partij voor de Dieren
25849340,M,Midden,ChristenUnie
25862973,M,(Gematigd) links,50 Plus
25831624,M,(Gematigd) links,D66
25863013,M,Extreemlinks,SP
25867869,M,(Gematigd) links,GroenLinks
25834982,M,(Gematigd) rechts,CDA
25852967,M,(Gematigd) rechts,Weet ik (nog) niet
25831850,M,(Gematigd) links,PvdA
25840789,F,Midden,CDA
25847944,M,(Gematigd) links,PvdA
25830609,M,(Gematigd) rechts,PVV
25858154,M,Midden,SGP
25840559,M,Midden,D66
25858529,M,(Gematigd) links,PvdA
25866658,F,Midden,D66
25839560,M,(Gematigd) rechts,Forum voor Democratie
25834551,M,(Gematigd) rechts,Weet ik (nog) niet
25838350,F,(Gematigd) rechts,PVV
25852417,M,(Gematigd) links,PvdA
25852782,F,(Gematigd) links,GroenLinks
25830505,M,Midden,VVD
25847535,F,(Gematigd) links,ChristenUnie
25861888,F,(Gematigd) links,Weet ik (nog) niet
25855840,F,Midden,CDA
25835524,M,Midden,Weet ik (nog) niet
25845782,M,(Gematigd) links,PvdA
25847050,F,(Gematigd) links,PvdA
25864299,F,(Gematigd) rechts,VVD
25844063,M,(Gematigd) links,GroenLinks
25829038,F,(Gematigd) links,GroenLinks
25833892,F,Midden,Weet ik (nog) niet
25839699,M,Midden,Wil ik niet zeggen
25863814,M,Midden,Wil ik niet zeggen
25863272,F,Midden,D66
25842169,F,(Gematigd) rechts,50 Plus
25854212,M,(Gematigd) rechts,VVD
25853722,M,(Gematigd) rechts,CDA
25864268,F,(Gematigd) links,PvdA
25859057,M,(Gematigd) rechts,VVD
25840853,M,(Gematigd) links,GroenLinks
25834651,M,(Gematigd) links,CDA
25839226,M,Midden,ChristenUnie
25849205,M,(Gematigd) links,ChristenUnie
25867093,M,(Gematigd) rechts,Weet ik (nog) niet
25861897,M,(Gematigd) links,PvdA
25839140,M,Midden,CDA
25867824,M,Midden,Weet ik (nog) niet
25866961,M,(Gematigd) links,VVD
25835603,M,(Gematigd) links,PvdA
25866647,M,(Gematigd) links,GroenLinks
25830351,M,(Gematigd) links,PvdA
25835827,M,Midden,CDA
25839994,M,Midden,VVD
25866274,M,(Gematigd) links,PvdA
25858236,M,(Gematigd) rechts,VVD
25844108,M,Midden,Weet ik (nog) niet
25850220,M,(Gematigd) links,PvdA
25861899,M,(Gematigd) links,ChristenUnie
25853229,M,(Gematigd) links,ChristenUnie
25863668,M,Midden,Ik zou niet gaan stemmen
25842280,F,(Gematigd) links,PvdA
25863454,M,Midden,50 Plus
25842883,M,(Gematigd) links,Ik zou niet gaan stemmen
25855495,M,Midden,CDA
25845958,M,Midden,VVD
25851689,M,(Gematigd) links,GroenLinks
25857626,M,Midden,CDA
25834426,M,Midden,Weet ik (nog) niet
25852208,M,(Gematigd) links,PvdA
25861391,M,(Gematigd) links,Partij voor de Dieren
25867086,F,Midden,50 Plus
25829720,M,Midden,50 Plus
25851866,M,(Gematigd) links,D66
25845753,M,Midden,PvdA
25849895,F,Midden,Weet ik (nog) niet
25859725,M,Midden,VVD
25868310,F,Midden,Weet ik (nog) niet
25847463,M,(Gematigd) links,GroenLinks
25856729,F,(Gematigd) links,PvdA
25839784,M,(Gematigd) links,GroenLinks
25867719,M,(Gematigd) rechts,VVD
25867637,M,(Gematigd) links,PvdA
25833984,M,Midden,D66
25855542,F,(Gematigd) links,GroenLinks
25845118,M,(Gematigd) rechts,VVD
25865830,M,(Gematigd) links,ChristenUnie
25855259,M,(Gematigd) links,GroenLinks
25868154,M,(Gematigd) links,D66
25851566,M,(Gematigd) links,GroenLinks
25851357,M,Midden,D66
25854127,M,(Gematigd) links,PvdA
25834838,M,Midden,D66
25837352,M,(Gematigd) rechts,Partij voor de Dieren
25868683,M,Midden,ChristenUnie
25832980,M,(Gematigd) links,ChristenUnie
25831096,M,(Gematigd) rechts,CDA
25842599,M,(Gematigd) rechts,VVD
25850661,M,(Gematigd) links,GroenLinks
25855704,M,(Gematigd) links,Weet ik (nog) niet
25864030,F,(Gematigd) links,GroenLinks
25838179,M,Extreemlinks,Partij voor de Dieren
25860385,F,(Gematigd) links,PvdA
25852031,M,(Gematigd) links,GroenLinks
25836300,F,Midden,ChristenUnie
25839613,M,(Gematigd) rechts,VVD
25833248,M,Midden,D66
25863103,F,Midden,VVD
25850573,F,(Gematigd) links,Weet ik (nog) niet
25832850,M,(Gematigd) links,SP
25834797,F,Midden,Weet ik (nog) niet
25848375,M,(Gematigd) links,CDA
25842796,M,(Gematigd) links,PvdA
25851483,M,Midden,Partij voor de Dieren
25843492,M,(Gematigd) rechts,Weet ik (nog) niet
25851754,M,(Gematigd) links,GroenLinks
25854770,M,(Gematigd) links,"Andere partij, namelijk:"
25862790,M,Midden,PvdA
25859227,M,Midden,CDA
25836530,M,(Gematigd) links,CDA
25849447,F,Midden,ChristenUnie
25831782,M,(Gematigd) links,GroenLinks
25863577,M,Extreemlinks,Partij voor de Dieren
25850976,M,(Gematigd) rechts,Forum voor Democratie
25838098,M,Midden,CDA
25839325,M,(Gematigd) links,PvdA
25849646,F,(Gematigd) links,PvdA
25848459,F,Midden,50 Plus
25860768,F,Midden,D66
25858686,F,(Gematigd) links,GroenLinks
25864205,M,(Gematigd) links,PvdA
25837199,M,(Gematigd) links,GroenLinks
25850061,M,Midden,VVD
25848798,M,(Gematigd) links,D66
25856617,M,Midden,CDA
25833333,M,Midden,D66
25868520,M,(Gematigd) rechts,CDA
25860891,M,(Gematigd) links,ChristenUnie
25834665,M,(Gematigd) links,ChristenUnie
25847611,M,(Gematigd) links,PvdA
25862146,F,(Gematigd) links,GroenLinks
25830052,F,Midden,VVD
25866771,M,(Gematigd) links,GroenLinks
25857159,M,(Gematigd) rechts,VVD
25838239,M,(Gematigd) links,SP
25849750,F,Midden,CDA
25840534,M,(Gematigd) links,Partij voor de Dieren
25835343,F,Midden,50 Plus
25836919,M,(Gematigd) rechts,VVD
25839618,M,(Gematigd) links,GroenLinks
25865506,F,Midden,Forum voor Democratie
25862875,M,(Gematigd) rechts,Weet ik (nog) niet
25864160,M,(Gematigd) rechts,Weet ik (nog) niet
25864757,M,Midden,VVD
25854813,M,Extreemlinks,Partij voor de Dieren
25851750,F,(Gematigd) links,SP
25849203,F,(Gematigd) rechts,50 Plus
25830288,F,(Gematigd) links,PvdA
25855912,M,(Gematigd) rechts,Forum voor Democratie
25852089,M,(Gematigd) links,GroenLinks
25851451,F,(Gematigd) rechts,VVD
25836284,M,Midden,CDA
25847248,F,(Gematigd) links,GroenLinks
25845197,M,(Gematigd) rechts,CDA
25855569,M,Midden,Partij voor de Dieren
25864043,M,Midden,VVD
25831173,F,(Gematigd) links,Weet ik (nog) niet
25839219,M,(Gematigd) links,SP
25868847,F,(Gematigd) rechts,ChristenUnie
25856796,M,(Gematigd) rechts,Forum voor Democratie
25830909,M,Midden,CDA
25837009,F,Midden,Forum voor Democratie
25858896,M,(Gematigd) links,GroenLinks
25844472,M,Midden,VVD
25856909,M,Midden,ChristenUnie
25865761,M,(Gematigd) links,PvdA
25838779,M,(Gematigd) links,GroenLinks
25844691,F,(Gematigd) links,D66
25834192,M,(Gematigd) rechts,Weet ik (nog) niet
25830676,M,(Gematigd) links,D66
25841332,F,(Gematigd) links,Partij voor de Dieren
25833337,M,(Gematigd) rechts,CDA
25856882,M,Midden,VVD
25844526,M,Midden,Weet ik (nog) niet
25834323,M,(Gematigd) rechts,VVD
25845313,M,Extreemlinks,Weet ik (nog) niet
25837028,M,(Gematigd) links,PvdA
25842233,F,Midden,D66
25848064,M,Midden,D66
25846196,F,(Gematigd) links,PvdA
25851798,M,(Gematigd) links,GroenLinks
25829164,F,Midden,Partij voor de Dieren
25853235,M,(Gematigd) links,PvdA
25833186,F,(Gematigd) links,GroenLinks
25867702,M,Extreemlinks,SP
25845828,M,(Gematigd) rechts,ChristenUnie
25858487,M,(Gematigd) rechts,ChristenUnie
25867315,F,(Gematigd) links,PvdA
25845778,M,Midden,Ik zou niet gaan stemmen
25848296,M,(Gematigd) links,PvdA
25864375,M,(Gematigd) links,D66
25837328,M,(Gematigd) links,GroenLinks
25863921,M,(Gematigd) links,PvdA
25834241,F,(Gematigd) links,GroenLinks
25829546,M,(Gematigd) rechts,50 Plus
25852206,M,Midden,Weet ik (nog) niet
25849863,M,(Gematigd) links,GroenLinks
25829949,M,Midden,VVD
25840659,M,(Gematigd) links,ChristenUnie
25833017,M,Midden,Weet ik (nog) niet
25834430,M,Midden,GroenLinks
25847878,M,(Gematigd) rechts,VVD
25849328,M,(Gematigd) rechts,Forum voor Democratie
25835995,F,Midden,Wil ik niet zeggen
25837549,F,Midden,Weet ik (nog) niet
25828599,M,Midden,CDA
25838739,M,Midden,Weet ik (nog) niet
25834565,F,(Gematigd) links,GroenLinks
25836856,M,(Gematigd) rechts,VVD
25858735,F,Midden,PVV
25837424,M,(Gematigd) links,GroenLinks
25842459,M,(Gematigd) links,PvdA
25867127,M,Midden,Weet ik (nog) niet
25854025,M,(Gematigd) rechts,VVD
25828637,M,Midden,Wil ik niet zeggen
25860383,M,Midden,VVD
